,Category 0,Category 1,Category 2,Category 3,Latitude,Location,Longitude,Name,Out of Business,Price,Rating,Review Count
6664,Burgers,American (New),Beer Bar,,38.0101570785695,"Stockton, CA",-121.32163049333,Squeeze Burger & Brew,False,$$,3.5,349
6665,American (New),Cocktail Bars,Gluten-Free,,47.6545393466949,"Spokane, WA",-117.425401434302,Wild Sage Bistro,False,$$$,4.5,534
6666,American (New),Cocktail Bars,Seafood,,47.65857,"Spokane, WA",-117.41831,Wiley's Downtown Bistro,False,$$,4.5,116
6667,Seafood,American (Traditional),Steakhouses,,47.66494,"Spokane, WA",-117.42171,Clinkerdagger,False,$$$,4.0,488
6668,American (New),Vegan,Cocktail Bars,,47.65954,"Spokane, WA",-117.42078,Mizuna,False,$$,4.0,417
6669,Bars,Arcades,American (Traditional),,47.65831,"Spokane, WA",-117.41449,Garageland,False,$$,4.0,105
6670,Pubs,American (Traditional),Salad,,47.6589451,"Spokane, WA",-117.4121999,Saranac Public House,False,$$,4.0,294
6671,Mexican,Cocktail Bars,,,47.65754,"Spokane, WA",-117.42317,Cochinito Taqueria,False,$$,4.5,240
6672,Steakhouses,Wine Bars,Beer Bar,,47.655206,"Spokane, WA",-117.423216,Churchill's Steakhouse,False,$$$,4.0,304
6673,Ramen,,,,47.6721268957885,"Spokane, WA",-117.411853931844,King of Ramen,False,$$,4.5,213
6674,Asian Fusion,Ramen,Bars,,47.657321,"Spokane, WA",-117.424478,Nudo Ramen House,False,$$,4.0,498
6675,American (New),Cocktail Bars,Breakfast & Brunch,,47.66974,"Spokane, WA",-117.39576,Clover,False,$$,4.5,312
6676,American (New),Bars,,,47.6596700494913,"Spokane, WA",-117.420777794725,Steelhead Bar & Grille,False,$$,4.0,328
6677,Gastropubs,,,,47.67547,"Spokane, WA",-117.42633,Prohibition Gastropub,False,$$,4.0,98
6678,American (New),Tapas/Small Plates,Bars,,47.661906,"Spokane, WA",-117.4293976,Wandering Table,False,$$,4.0,289
6679,Cocktail Bars,American (New),,,47.66515,"Spokane, WA",-117.42683,Ruins,False,$$,4.0,160
6680,Bars,American (New),Music Venues,,47.6567538667438,"Spokane, WA",-117.420781738623,The Observatory,False,$$,4.0,47
6681,Mediterranean,Greek,,,47.6781885768792,"Spokane, WA",-117.408988326788,Kabob House - Spokane,False,$$,4.0,156
6682,Korean,,,,47.67001,"Spokane, WA",-117.41072,Kim's Korean Restaurant,False,$$,4.0,115
6683,American (Traditional),Lounges,Pubs,,47.6585464477539,"Spokane, WA",-117.421348571777,Soulful Soups and Spirits,False,$,4.5,212
6684,Southern,Chicken Wings,Desserts,,47.6572798937559,"Spokane, WA",-117.418406903744,Chicken N More,False,$$,4.5,221
6685,Steakhouses,Seafood,American (Traditional),,47.661046,"Spokane, WA",-117.414205,Spencer's for Steaks & Chops,False,$$$,3.5,122
6686,Beer Bar,Tapas Bars,,,47.6552,"Spokane, WA",-117.4283,Steel Barrel Taproom,False,$,4.5,46
6687,Mexican,Bars,Seafood,,47.6552,"Spokane, WA",-117.4283,Zona Blanca Ceviche,False,$$,4.5,131
6688,Burgers,American (Traditional),Cocktail Bars,,47.6563643,"Spokane, WA",-117.4254946,Incrediburger and Eggs,False,$,4.0,201
6689,Pizza,Italian,,,47.6688875098636,"Spokane, WA",-117.396948896348,DiNardi’s Pizza & Pasta,False,$$,4.5,71
6690,Pubs,Gastropubs,Breweries,,47.662694,"Spokane, WA",-117.394154,No-Li Brewhouse,False,$$,4.0,292
6691,American (New),"Beer, Wine & Spirits",,,47.65738,"Spokane, WA",-117.42565,Tamarack Public House,False,$$,4.0,96
6692,Bars,Music Venues,Tapas/Small Plates,,47.6593257,"Spokane, WA",-117.4121719,ZOLA,False,$$,4.0,224
6693,Hawaiian,Food Stands,,,47.6738799,"Spokane, WA",-117.42648,Aloha Island Grill,False,$,4.0,118
6694,Korean,,,,47.7055281602401,"Spokane, WA",-117.410909794271,I Love Tofu,False,$$,4.5,64
6695,Pizza,Bars,Italian,,47.657415,"Spokane, WA",-117.424359,Fire Artisan Pizza,False,$$,4.0,223
6696,Vietnamese,,,,47.6846961975098,"Spokane, WA",-117.411499023438,Pho Van,False,$$,4.0,258
6697,French,American (New),Breakfast & Brunch,,47.659212,"Spokane, WA",-117.418645,Sante Restaurant & Charcuterie,False,$$,4.0,346
6698,Cocktail Bars,Fish & Chips,Burgers,,47.6589509632688,"Spokane, WA",-117.419071263316,Durkin's Liquor Bar,False,$$,4.0,216
6699,Tapas/Small Plates,Cocktail Bars,Wine Bars,,47.6598496332992,"Spokane, WA",-117.417849157147,Table 13,False,$$,3.5,77
6700,Japanese,Sushi Bars,,,47.6840776487905,"Spokane, WA",-117.411908946296,Kobe Hibachi Sushi and Bar,False,$$,4.0,89
6701,Sushi Bars,Japanese,,,47.6593,"Spokane, WA",-117.41929,Sushi.Com,False,$$,4.0,365
6702,Italian,,,,47.65873,"Spokane, WA",-117.41523,Luigi's Italian Restaurant,False,$$,3.5,236
6703,Cocktail Bars,American (New),,,47.6562241410892,"Spokane, WA",-117.426740629372,Gilded Unicorn,False,$$,4.0,171
6704,Breweries,Pizza,,,47.65475,"Spokane, WA",-117.43142,Iron Goat Brewing,False,$$,4.0,147
6705,Cocktail Bars,Vegan,American (New),,47.65535,"Spokane, WA",-117.41674,Inland Pacific Kitchen,False,$$$,4.5,44
6706,Seafood,Local Flavor,Steakhouses,,47.66282,"Spokane, WA",-117.42462,Anthony's Home Port,False,$$,3.5,258
6707,Sushi Bars,,,,47.6616473831809,"Spokane, WA",-117.431363984942,Umi Kitchen and Sushi Bar,False,$$,4.0,63
6708,Hot Dogs,Bars,American (Traditional),,47.65823,"Spokane, WA",-117.42081,Wild Dawgs,False,$,4.5,138
6709,Italian,,,,47.6552047729492,"Spokane, WA",-117.426780700684,The Old Spaghetti Factory,False,$$,4.0,117
6710,Wine Bars,Tapas Bars,American (New),,39.788567,"Indianapolis, IN",-86.150663,Tinker Street,False,$$,4.5,517
6711,Bars,Latin American,Empanadas,,39.77668,"Indianapolis, IN",-86.14566,Livery,False,$$,4.5,511
6712,Bars,Mexican,,,39.78823,"Indianapolis, IN",-86.13756,Festiva,False,$$,4.5,254
6713,American (New),,,,39.797483315409,"Indianapolis, IN",-86.155111661377,Shoefly Public House,False,$$,4.0,485
6714,Gastropubs,American (New),,,39.78021,"Indianapolis, IN",-86.14182,Black Market,False,$$,4.0,329
6715,American (New),Seafood,Steakhouses,,39.77676,"Indianapolis, IN",-86.14621,Mesh Restaurant,False,$$,4.0,640
6716,Burgers,,,,39.7791849583765,"Indianapolis, IN",-86.1651136726141,Burgerhaus,False,$$,4.0,383
6717,American (Traditional),Seafood,Soul Food,,39.8178,"Indianapolis, IN",-86.12115,Chef Oya's The Trap,False,$$,4.5,91
6718,American (New),,,,39.78151,"Indianapolis, IN",-86.12675,Beholder,False,$$$,4.0,100
6719,Meat Shops,"Beer, Wine & Spirits",Sandwiches,,39.803096,"Indianapolis, IN",-86.153032,Goose The Market,False,$$,4.5,525
6720,American (New),Sandwiches,Bars,,39.7796499,"Indianapolis, IN",-86.1425299,Rooster's Kitchen,False,$$,4.0,159
6721,Thai,Seafood,,,39.77688,"Indianapolis, IN",-86.14573,Thaitanium,False,$$,4.0,183
6722,Mexican,,,,39.7974826702369,"Indianapolis, IN",-86.1530939541102,Loco Mexican Restaurant & Cantina,False,$,4.0,100
6723,American (New),,,,39.809846,"Indianapolis, IN",-86.1582454,Duos Kitchen,False,$,4.5,87
6724,Comfort Food,,,,39.78147,"Indianapolis, IN",-86.12318,Sister's Comfort Food,False,$$,5.0,7
6725,Ethiopian,,,,39.77866,"Indianapolis, IN",-86.15559,Axum Ethiopian Restaurant,False,$$,4.5,103
6726,Pubs,British,Pizza,,39.7766499,"Indianapolis, IN",-86.14636,Chatham Tap Restaurant & Pub,False,$$,4.0,369
6727,Italian,Food Trucks,,,39.8329849243164,"Indianapolis, IN",-86.110710144043,The Twisted Sicilian,False,$,5.0,13
6728,Hookah Bars,Mediterranean,Middle Eastern,,39.78207,"Indianapolis, IN",-86.1445651,Sultana Cafe & Hookah Bar,False,$$,4.0,106
6729,Burgers,American (Traditional),Cheesesteaks,,39.82464,"Indianapolis, IN",-86.15592,Big City Grill & Lemonade,False,$,4.5,85
6730,Sushi Bars,American (New),,,39.7772819643428,"Indianapolis, IN",-86.145463046627,Forty Five Degrees,False,$$,3.5,398
6731,Delis,Sandwiches,Breakfast & Brunch,,39.7798485941711,"Indianapolis, IN",-86.1422153115571,Love Handle,False,$$,4.5,157
6732,Cajun/Creole,,,,39.7791939,"Indianapolis, IN",-86.1426468,Yats,False,$,4.0,337
6733,Soul Food,,,,39.7920129275859,"Indianapolis, IN",-86.1445385034668,Kountry Kitchen Soulfood Place,False,$$,4.0,207
6734,American (Traditional),Bars,,,39.781544,"Indianapolis, IN",-86.162971,Bearcats Restaurant,False,$,4.0,33
6735,Pubs,American (Traditional),,,39.7769889831543,"Indianapolis, IN",-86.1457977294922,Mass Ave Pub,False,$,4.0,131
6736,Lounges,"Beer, Wine & Spirits",American (Traditional),,39.78149,"Indianapolis, IN",-86.11783,Tick Tock Lounge,False,$,4.0,112
6737,Breakfast & Brunch,American (Traditional),,,39.7936215424785,"Indianapolis, IN",-86.144580414288,The Grub House,False,$,4.0,76
6738,Delis,Sandwiches,Cheesesteaks,,39.8320120586897,"Indianapolis, IN",-86.1639311198027,Hoagies & Hops,False,$$,4.5,85
6739,Sandwiches,American (New),Breakfast & Brunch,,39.779627,"Indianapolis, IN",-86.142661,Mimi Blue Meatballs,False,$$,4.0,477
6740,Gay Bars,Tapas/Small Plates,,,39.77662,"Indianapolis, IN",-86.14642,Tini,False,$$,4.0,78
6741,Breakfast & Brunch,,,,39.7997497,"Indianapolis, IN",-86.1569718,Lincoln Square Pancake House,False,$,4.5,248
6742,Seafood,,,,39.81711,"Indianapolis, IN",-86.14944,Central Seafood,False,$,4.5,8
6743,American (Traditional),Gay Bars,Breakfast & Brunch,,39.7786199,"Indianapolis, IN",-86.15975,Downtown Olly's,False,$,4.0,105
6744,Chinese,,,,39.78768,"Indianapolis, IN",-86.15994,Hong Kong China Restaurant,False,$,3.5,71
6745,Chicken Wings,Fish & Chips,,,39.79483,"Indianapolis, IN",-86.1594,Jordan's Fish. Chicken. Gyros.,False,$$,4.0,35
6746,Soul Food,,,,39.8032351,"Indianapolis, IN",-86.1161276,Taste Budds Soul Food,False,$,4.5,10
6747,Mexican,,,,39.830055,"Indianapolis, IN",-86.122192,Taco & Burrito Place,False,$,4.5,66
6748,Seafood,Cafes,Kosher,,39.8256,"Indianapolis, IN",-86.12391,Eat To Live Cafe,False,$,4.5,10
6749,Steakhouses,Fast Food,,,39.8037033081055,"Indianapolis, IN",-86.1218643188477,Keystone Steak and Lemonade,False,$,5.0,5
6750,Barbeque,,,,39.83073,"Indianapolis, IN",-86.12245,King Ribs Bar-B-Q,False,$$,4.0,48
6751,American (Traditional),Bars,Breakfast & Brunch,,39.78078,"Indianapolis, IN",-86.15245,English Ivy's,False,$$,3.5,108
6752,Food Trucks,Mexican,,,39.7791405,"Indianapolis, IN",-86.1287766,Cosmic Chrome Cafe,False,$$,5.0,4
6753,Cheese Shops,Sandwiches,Wine Bars,,39.7795,"Indianapolis, IN",-86.14276,Mass Ave Wine,False,$$,4.5,85
6754,Breweries,American (New),Breakfast & Brunch,,41.0779764351607,"Fort Wayne, IN",-85.1670056653595,Junk Ditch Brewing Company,False,$$,4.5,250
6755,American (New),Gastropubs,,,41.079859,"Fort Wayne, IN",-85.137871,The Hoppy Gnome,False,$$,4.0,361
6756,American (Traditional),Cocktail Bars,American (New),,41.0755396665471,"Fort Wayne, IN",-85.1421043479633,Copper Spoon,False,$$,4.0,129
6757,American (New),American (Traditional),,,41.0809008,"Fort Wayne, IN",-85.141878,Tolon,False,$$$,4.5,145
6758,Asian Fusion,Cocktail Bars,Thai,,41.08139,"Fort Wayne, IN",-85.14131,Nawa,False,$$,4.5,69
6759,American (Traditional),"Beer, Wine & Spirits",,,41.0830994,"Fort Wayne, IN",-85.1363373,Don Hall's Old Gas House,False,$$,4.0,123
6760,Steakhouses,"Beer, Wine & Spirits",Seafood,,41.12211,"Fort Wayne, IN",-85.1250699,Baker Street Steakhouse,False,$$$,4.0,168
6761,Tacos,,,,41.11449,"Fort Wayne, IN",-85.13094,The Famous Taco,False,$$,4.5,36
6762,Seafood,,,,41.0787200927734,"Fort Wayne, IN",-85.16455078125,Paula's On Main,False,$$$,4.0,123
6763,American (New),Breweries,Pizza,,41.117581,"Fort Wayne, IN",-85.141856,BJ's Restaurant & Brewhouse,False,$$,3.5,137
6764,Steakhouses,Salad,Cocktail Bars,,41.0830764770508,"Fort Wayne, IN",-85.1376876831055,Club Soda,False,$$$,4.0,132
6765,American (Traditional),,,,41.0831,"Fort Wayne, IN",-85.13634,The Deck,False,$$,4.0,32
6766,Cajun/Creole,Bars,,,41.0808944702148,"Fort Wayne, IN",-85.1414642333984,Bourbon Street Hideaway,False,$$,4.0,33
6767,Vietnamese,,,,41.12051,"Fort Wayne, IN",-85.13356,Pho Indy,False,$$,4.5,31
6768,Korean,,,,41.11797,"Fort Wayne, IN",-85.16619,Seoul Garden Korean Restaurant,False,$$,4.0,81
6769,Spanish,Breakfast & Brunch,Mexican,,41.078119088923,"Fort Wayne, IN",-85.1410356354411,Proximo,False,$$$,4.5,52
6770,Fast Food,Vietnamese,Sandwiches,,41.128003,"Fort Wayne, IN",-85.1352,Banh Mi Barista,False,$,4.5,185
6771,American (Traditional),Bars,,,41.0957718,"Fort Wayne, IN",-85.1733704,Tower Bar & Grill,False,$,4.0,42
6772,Japanese,,,,41.0830994,"Fort Wayne, IN",-85.1363373,Takaoka of Japan,False,$$,4.0,49
6773,Seafood,American (Traditional),,,41.08781,"Fort Wayne, IN",-85.1453,Big Eyed Fish,False,$,4.0,38
6774,Breweries,American (Traditional),Breakfast & Brunch,,41.11137,"Fort Wayne, IN",-85.13525,Granite City Food & Brewery,False,$$,3.5,136
6775,American (Traditional),Hot Dogs,,,41.0798110961914,"Fort Wayne, IN",-85.1410903930664,Coney Island Wiener Stand,False,$,4.5,178
6776,Chinese,Seafood,,,41.11918,"Fort Wayne, IN",-85.13596,Wu's Fine Chinese Cuisine,False,$$,3.5,98
6777,Salad,Gluten-Free,Vegetarian,,41.0754084240349,"Fort Wayne, IN",-85.1432088017464,Freshii,False,$,4.0,25
6778,Mexican,Diners,,,41.1118094898342,"Fort Wayne, IN",-85.1411870867014,Cebollas Mexican Grill,False,$$,4.0,75
6779,Pizza,,,,41.07878,"Fort Wayne, IN",-85.13972,816 Pint & Slice,False,$,4.0,77
6780,Coffee & Tea,American (New),Beer Bar,,41.0788561,"Fort Wayne, IN",-85.1396473,Dash-In,False,$$,4.0,152
6781,Seafood,Steakhouses,Cocktail Bars,,41.08069,"Fort Wayne, IN",-85.13701,Park Place on Main,False,$$,3.5,18
6782,Steakhouses,,,,41.1316604614258,"Fort Wayne, IN",-85.136848449707,Don Hall's Factory,False,$$,3.5,85
6783,Mexican,,,,41.107992,"Fort Wayne, IN",-85.1369519,Mi Parrilla,False,$,4.5,28
6784,Pizza,Food Trucks,,,41.084572,"Fort Wayne, IN",-85.145244,Big Apple Pizza,False,$,4.5,47
6785,Mexican,Salvadoran,,,41.0892309342407,"Fort Wayne, IN",-85.145908780396,El Rinconcito,False,$,4.5,9
6786,American (Traditional),Bars,,,41.089038,"Fort Wayne, IN",-85.153175,Green Frog Inn,False,$$,3.5,32
6787,Salvadoran,,,,41.0775470949273,"Fort Wayne, IN",-85.1313755092542,El Salvador,False,$,4.5,28
6788,American (Traditional),Comfort Food,,,41.117508,"Fort Wayne, IN",-85.143139,Cheddar's Scratch Kitchen,False,$$,3.0,77
6789,Steakhouses,American (Traditional),Barbeque,,41.125112,"Fort Wayne, IN",-85.156032,LongHorn Steakhouse,False,$$,3.5,75
6790,Pizza,American (Traditional),Bars,,41.09698,"Fort Wayne, IN",-85.12466,ACME Bar & Grill,False,$,3.5,55
6791,American (New),Southern,,,29.9598026471689,"New Orleans, LA",-90.0630790567721,Café Amelie,False,$$,4.5,2266
6792,Cajun/Creole,Seafood,,,29.94226,"New Orleans, LA",-90.06713,Cochon,False,$$,4.0,3760
6793,French,German,Cajun/Creole,,29.9507416316034,"New Orleans, LA",-90.0704155423279,Luke,False,$$,4.0,4021
6794,Southern,Cajun/Creole,,,29.9442880494059,"New Orleans, LA",-90.0648565490032,Galliano Restaurant,False,$$,4.5,512
6795,Seafood,Southern,,,29.9504461382516,"New Orleans, LA",-90.0699986056005,Trenasse,False,$$,4.5,805
6796,Seafood,Cajun/Creole,Live/Raw Food,,29.95431,"New Orleans, LA",-90.06894,Acme Oyster House,False,$$,4.0,6233
6797,American (New),Cajun/Creole,,,29.959816815831,"New Orleans, LA",-90.0673354501778,Faubourg Bistro,False,$$,4.5,473
6798,Sandwiches,Butcher,,,29.9422358658609,"New Orleans, LA",-90.0670981407166,Cochon Butcher,False,$$,4.5,3290
6799,American (Traditional),Bars,,,29.9617582769481,"New Orleans, LA",-90.0883127466392,Fharmacy Nola,False,$$,4.5,301
6800,Southern,Cajun/Creole,Seafood,,29.95948,"New Orleans, LA",-90.06065,Cafe Sbisa,False,$$,4.5,349
6801,Cajun/Creole,Southern,Seafood,,29.943528,"New Orleans, LA",-90.0654044,Restaurant Rebirth,False,$$$,4.5,381
6802,Southern,Comfort Food,,,29.96924,"New Orleans, LA",-90.07887,Willie Mae's Scotch House,False,$$,4.0,2681
6803,Cajun/Creole,,,,29.9577247289158,"New Orleans, LA",-90.064434930117,Gumbo Shop,False,$$,4.0,3075
6804,Cajun/Creole,Cocktail Bars,Breakfast & Brunch,,29.9287354417977,"New Orleans, LA",-90.084195609787,Commander's Palace,False,$$$,4.5,4047
6805,Cajun/Creole,Seafood,Breakfast & Brunch,,29.95625,"New Orleans, LA",-90.067627,Oceana Grill,False,$$,4.0,5064
6806,Cajun/Creole,Seafood,Sandwiches,,29.9564246421928,"New Orleans, LA",-90.066386050993,Royal House,False,$$,4.0,4148
6807,Jazz & Blues,Music Venues,American (New),,29.96329,"New Orleans, LA",-90.0579,Three Muses,False,$$,4.0,1091
6808,Cajun/Creole,American (New),Cocktail Bars,,29.9545040130615,"New Orleans, LA",-90.0664367675781,SoBou,False,$$,4.0,1419
6809,Cajun/Creole,,,,29.93179,"New Orleans, LA",-90.07339,Gris-Gris,False,$$,4.5,172
6810,Cajun/Creole,,,,29.955442,"New Orleans, LA",-90.0681328,Restaurant R'evolution,False,$$$$,4.5,1023
6811,Seafood,,,,29.95561,"New Orleans, LA",-90.06877,GW Fins,False,$$$,4.5,1870
6812,American (New),Cajun/Creole,Southern,,29.955589087404,"New Orleans, LA",-90.0650722307962,NOLA Restaurant,False,$$,4.0,2207
6813,Italian,Pizza,,,29.953879,"New Orleans, LA",-90.0716247045172,Domenica,False,$$,4.0,1640
6814,Seafood,Cajun/Creole,,,29.9546804305772,"New Orleans, LA",-90.0689453974164,Felix's Restaurant & Oyster Bar,False,$$,4.0,3184
6815,Seafood,Vegetarian,Latin American,,29.9455561516142,"New Orleans, LA",-90.06990205159,Carmo,False,$$,4.5,899
6816,Cajun/Creole,Seafood,American (Traditional),,29.9421276,"New Orleans, LA",-90.0659547,Diamond Street Bar & Grill,False,$$,4.5,264
6817,Cajun/Creole,Cocktail Bars,,,29.9550686672786,"New Orleans, LA",-90.0663440104539,Kingfish,False,$$,4.0,948
6818,Seafood,,,,29.94506,"New Orleans, LA",-90.06901,Pêche,False,$$$,4.0,1548
6819,Cajun/Creole,,,,29.9584884643555,"New Orleans, LA",-90.0631790161133,Muriel's Jackson Square,False,$$$,4.0,1559
6820,Sports Bars,American (Traditional),Arcades,,29.947504,"New Orleans, LA",-90.067431,Barcadia,False,$$,3.0,314
6821,Cajun/Creole,Seafood,Soul Food,,29.9437066,"New Orleans, LA",-90.0861294,Heard Dat Kitchen,False,$$,4.5,330
6822,Seafood,Cajun/Creole,,,29.95429,"New Orleans, LA",-90.06961,Red Fish Grill,False,$$,4.0,1664
6823,Bars,Cajun/Creole,Seafood,,29.9537198203863,"New Orleans, LA",-90.0659187477944,Mr Ed's Oyster Bar - Bienville,False,$$,4.5,848
6824,American (New),Dim Sum,,,29.9489607460264,"New Orleans, LA",-90.0748741999268,Maypop Restaurant,False,$$,4.5,377
6825,American (New),Gastropubs,,,29.957139,"New Orleans, LA",-90.064208,Sylvain,False,$$,4.0,972
6826,Cajun/Creole,Cocktail Bars,Venues & Event Spaces,,29.9542253001738,"New Orleans, LA",-90.0652202827513,Evangeline,False,$$,4.0,549
6827,Bars,Steakhouses,Burgers,,29.964442,"New Orleans, LA",-90.061776,Port Of Call,False,$$,4.0,1445
6828,Cajun/Creole,Seafood,,,29.9528498981164,"New Orleans, LA",-90.0682077989154,Palace Café,False,$$,4.0,1513
6829,Cajun/Creole,Southern,,,29.94903,"New Orleans, LA",-90.06721,Mother's Restaurant,False,$$,3.5,4435
6830,American (Traditional),Cocktail Bars,,,29.95811,"New Orleans, LA",-90.0653899,Pat O'brien's,False,$$,4.0,2129
6831,American (New),,,,29.9465207,"New Orleans, LA",-90.0682631,Meril,False,$$,4.0,605
6832,Cajun/Creole,Cocktail Bars,,,29.93515,"New Orleans, LA",-90.07966,Jack Rose,False,$$,4.5,90
6833,Italian,,,,29.95415,"New Orleans, LA",-90.06602,Irene's,False,$$$,4.5,761
6834,Wine Bars,Italian,,,29.94706,"New Orleans, LA",-90.07148,Marcello's Restaurant & Wine Bar,False,$$,4.5,343
6835,Food Trucks,Mexican,Latin American,,29.95489,"New Orleans, LA",-90.0769,Rollin Fatties,False,$,5.0,155
6836,Cajun/Creole,,,,29.9548610123251,"New Orleans, LA",-90.0689931303078,Olde Nola Cookery,False,$$,4.0,939
6837,Cajun/Creole,,,,29.9543075561523,"New Orleans, LA",-90.0682830810547,Mr. B's Bistro,False,$$$,4.0,1795
6838,American (New),,,,29.95,"New Orleans, LA",-90.0668309,Restaurant August,False,$$$$,4.5,1204
6839,Cajun/Creole,American (Traditional),Vegetarian,,29.9559443,"New Orleans, LA",-90.0637608,New Orleans Creole Cookery,False,$$,4.0,903
6840,Colombian,Bars,,,29.94196,"New Orleans, LA",-90.07494,Maïs Arepas,False,$$,4.5,509
6841,Steakhouses,American (Traditional),Chicken Shop,,36.2402783936551,"North Las Vegas, NV",-115.124844938583,Texas Roadhouse,False,$$,4.0,251
6842,Ramen,Soup,Japanese Curry,,36.2396469,"North Las Vegas, NV",-115.1150589,Tokyo Cafe,False,$,4.5,341
6843,Pizza,Italian,American (Traditional),,36.240227,"North Las Vegas, NV",-115.120791,Old School Pizzeria,False,$$,4.5,754
6844,Mexican,Bars,,,36.24064,"North Las Vegas, NV",-115.09622,Viva Zapatas Mexican Restaurant & Cantina,False,$$,4.0,710
6845,Diners,Barbeque,,,36.22162,"North Las Vegas, NV",-115.126378,SNS Diner,False,$$,4.5,262
6846,Mexican,,,,36.2186522367054,"North Las Vegas, NV",-115.125405192375,Tacos El Gordo,False,$,4.0,475
6847,Sushi Bars,Poke,,,36.2405679771088,"North Las Vegas, NV",-115.116432667898,Poke Sushitto,False,$$,4.5,149
6848,Soul Food,,,,36.2382599,"North Las Vegas, NV",-115.15151,EllaEm's Soul Food,False,$$,4.0,500
6849,Hawaiian,,,,36.240485280378,"North Las Vegas, NV",-115.116350025171,L&L Hawaiian Barbecue,False,$,4.0,62
6850,Burgers,,,,36.239852,"North Las Vegas, NV",-115.12309,The Habit Burger Grill,False,$,4.0,62
6851,Vietnamese,Soup,Noodles,,36.2404462279485,"North Las Vegas, NV",-115.116300224472,Pho Mai Mai Restaurant,False,$,3.5,160
6852,Burgers,Chicken Wings,,,36.218009,"North Las Vegas, NV",-115.116088,Hamburger Hut 'N' Market,False,$,4.0,173
6853,Pizza,,,,36.240799,"North Las Vegas, NV",-115.116333,Pieology Pizzeria,False,$,3.5,164
6854,Seafood,,,,36.220403369696,"North Las Vegas, NV",-115.12470010668,Mariscos La Lomita De Culiacan,False,$$,4.0,49
6855,American (Traditional),Breakfast & Brunch,Southern,,36.239644,"North Las Vegas, NV",-115.110675,Cracker Barrel Old Country Store,False,$$,3.0,429
6856,Barbeque,Comfort Food,American (Traditional),,36.2406450132306,"North Las Vegas, NV",-115.113831313474,Famous Dave's Bar-B-Que,False,$$,3.5,216
6857,Burgers,Fast Food,,,36.239677,"North Las Vegas, NV",-115.1114125,In-N-Out Burger,False,$,4.0,131
6858,Fast Food,,,,36.2399581,"North Las Vegas, NV",-115.1207707,Raising Cane's Chicken Fingers,False,$,4.0,131
6859,American (Traditional),,,,36.20999,"North Las Vegas, NV",-115.10765,Maddy's Paddy Cafe,False,$,4.5,6
6860,Japanese,Asian Fusion,,,36.2381460849597,"North Las Vegas, NV",-115.151504760172,Teriyaki Madness,False,$,4.0,136
6861,Pizza,Italian,,,36.2381309901667,"North Las Vegas, NV",-115.1190076,Vino's Ristorante & Deli,False,$$,3.5,42
6862,American (Traditional),French,Latin American,,36.2205923349614,"North Las Vegas, NV",-115.106071783363,Russell's Restaurant,False,$,4.5,17
6863,American (Traditional),Sports Bars,Beer Bar,,36.25389,"North Las Vegas, NV",-115.15253,North Star Bar & Grill,False,$,4.0,63
6864,Chicken Wings,,,,36.26384,"North Las Vegas, NV",-115.11755,Wingstop,False,$$,3.5,67
6865,American (Traditional),Bars,,,36.2186482490092,"North Las Vegas, NV",-115.120700716569,Lucy's Bar & Grill,False,$,3.5,44
6866,Chicken Wings,American (Traditional),Sports Bars,,36.2400072154443,"North Las Vegas, NV",-115.142244100571,Buffalo Wild Wings,False,$$,2.5,279
6867,Mexican,,,,36.2122993,"North Las Vegas, NV",-115.1021652,Tacos Tijuana,False,$,4.0,12
6868,Pizza,,,,36.264036484857,"North Las Vegas, NV",-115.117577872546,Rosati's Pizza,False,$$,3.0,196
6869,Buffets,,,,36.23855,"North Las Vegas, NV",-115.1190877,Cannery Row Buffet,False,$$,2.5,116
6870,Asian Fusion,Chinese,Japanese,,36.2173430539046,"North Las Vegas, NV",-115.118246041238,Teriyaki Boy Healthy Grill,False,$,3.0,14
6871,Burgers,Fast Food,,,36.24047,"North Las Vegas, NV",-115.1156,Five Guys,False,$$,3.5,142
6872,Tacos,Festivals,Street Vendors,,36.24365,"North Las Vegas, NV",-115.14972,Project Taco Festival,False,$$,5.0,2
6873,Mexican,Fast Food,,,36.2400349,"North Las Vegas, NV",-115.116191,Chipotle Mexican Grill,False,$,3.0,115
6874,Mexican,,,,36.21877,"North Las Vegas, NV",-115.12901,Don Tortaco,False,$,3.5,18
6875,American (Traditional),Sports Bars,,,36.2382786609417,"North Las Vegas, NV",-115.119235719745,Victory's Bar & Grill,False,$,3.0,102
6876,Fish & Chips,Food Trucks,,,36.29469,"North Las Vegas, NV",-115.2949,J&R Alaskan Fish and Chips,False,$,5.0,1
6877,Salad,Vegetarian,Sandwiches,,36.2410201395609,"North Las Vegas, NV",-115.09674204257,Capriotti's Sandwich Shop,False,$,3.5,62
6878,Mexican,,,,36.23861,"North Las Vegas, NV",-115.11962,Casa Cocina,False,$$,3.0,38
6879,Creperies,Juice Bars & Smoothies,Mexican,,36.211435,"North Las Vegas, NV",-115.104908,Chamango,False,$,3.5,23
6880,Food Trucks,Mexican,Chicken Shop,,36.2033098,"North Las Vegas, NV",-115.242248,El Pollo Mobile,False,$,4.0,101
6881,American (New),Tapas/Small Plates,Dance Clubs,,36.1690657918476,"Las Vegas, NV",-115.139841502399,Therapy,False,$$,4.5,1378
6882,American (New),Desserts,Cocktail Bars,,36.1678783156885,"Las Vegas, NV",-115.140640474856,Carson Kitchen,False,$$,4.5,2134
