,Category 0,Category 1,Category 2,Category 3,Latitude,Location,Longitude,Name,Out of Business,Price,Rating,Review Count,Happiness Score
5750,Burgers,,,,27.7110294371761,"Corpus Christi, TX",-97.3690833537311,Grub Burger Bar,False,$$,4.0,150,
5751,Coffee & Tea,Gelato,Sandwiches,,27.71647,"Corpus Christi, TX",-97.34393,Coffee Waves,False,$,4.0,128,
5752,Noodles,,,,27.7317861,"Corpus Christi, TX",-97.3730713,Drunkn' Noodlez Asian Restaurant,False,$$,3.0,61,
5753,Indian,Buffets,,,27.7172661563741,"Corpus Christi, TX",-97.3908159637543,Royal India of Corpus Christi,False,$$,3.5,84,
5754,Pizza,,,,27.7109,"Corpus Christi, TX",-97.37204,Grimaldi's Pizzeria,False,$$,4.0,143,
5755,Middle Eastern,,,,27.7100497,"Corpus Christi, TX",-97.387916,Middle Eastern Market & Deli,False,$,4.0,58,
5756,Burgers,Chicken Wings,Salad,,27.71256,"Corpus Christi, TX",-97.38602,JP Bombers,False,$$,4.0,39,
5757,Seafood,Southern,,,27.7094265002515,"Corpus Christi, TX",-97.3634238134059,Catfish Charlie's,False,$$,4.0,156,
5758,Japanese,Sushi Bars,,,27.712193,"Corpus Christi, TX",-97.3873307,Aka Japanese Restaurant,False,$$,4.0,105,
5759,Breweries,American (New),Pizza,,27.711891,"Corpus Christi, TX",-97.3802,BJ's Restaurant & Brewhouse,False,$$,3.5,169,
5760,Thai,,,,27.7166,"Corpus Christi, TX",-97.39026,Thai Orchid,False,$$,4.0,64,
5761,Tacos,,,,27.70604,"Corpus Christi, TX",-97.39073,Nano's Taco Run,False,$,3.5,80,
5762,Cafes,,,,27.708598,"Corpus Christi, TX",-97.369166,Corner Bakery Cafe,False,$,3.0,61,
5763,Burgers,Hot Dogs,Mexican,,27.7317042,"Corpus Christi, TX",-97.3918803,Snapka's Drive Inn,False,$,4.0,29,
5764,Sports Bars,American (Traditional),,,27.7021383675777,"Corpus Christi, TX",-97.39036832363,Hardknocks Sports Bar and Grill,False,$$,3.5,58,
5765,Japanese,Sushi Bars,Asian Fusion,,27.71193,"Corpus Christi, TX",-97.37655,Takeniwa Asian Fusion Bistro,False,$$,3.5,159,
5766,Barbeque,,,,27.702447,"Corpus Christi, TX",-97.361364,Rudy's Country Store and Bar-B-Q,False,$$,4.0,155,
5767,Delis,Sandwiches,,,27.74672,"Corpus Christi, TX",-97.3826,Taylor Center Deli,False,$$,4.0,24,
5768,Mexican,,,,27.7309119202776,"Corpus Christi, TX",-97.3719200491905,Cancun Mexican Restaurant,False,$,3.5,52,
5769,Mexican,,,,27.702519,"Corpus Christi, TX",-97.3917488,Southside Barbacoa,False,$,4.0,18,
5770,Mexican,,,,27.706831,"Corpus Christi, TX",-97.3614,Taqueria Acapulco,False,$,4.5,18,
5771,Salad,Soup,Buffets,,27.7252910042253,"Corpus Christi, TX",-97.3789397254586,Souper Salad,False,$,4.0,35,
5772,Breakfast & Brunch,Cafes,American (Traditional),,36.07139,"Winston-Salem, NC",-80.30442,First Watch,False,$$,4.5,22,
5773,Tex-Mex,Burgers,,,36.103927,"Winston-Salem, NC",-80.259109,The Porch Kitchen and Cantina,False,$$,3.5,363,
5774,Burgers,Bars,Tapas/Small Plates,,36.0928330273355,"Winston-Salem, NC",-80.264579065446,Cin Cin Burger BAR,False,$$,4.0,311,
5775,Southern,American (New),Comfort Food,,36.096917157621,"Winston-Salem, NC",-80.256732349068,Mozelle's Fresh Southern Bistro,False,$$,4.5,352,
5776,American (New),Desserts,Salad,,36.0867,"Winston-Salem, NC",-80.29086,Milner's American Southern,False,$$,4.0,193,
5777,American (New),Wine Bars,,,36.0949533221875,"Winston-Salem, NC",-80.2771715549587,Five Points,False,$$,4.0,88,
5778,Caribbean,Southern,,,36.0711943,"Winston-Salem, NC",-80.2936906,Irie Rhythms,False,$$,4.5,206,
5779,Bars,American (New),Steakhouses,,36.1273753,"Winston-Salem, NC",-80.2859519,Village Tavern,False,$$,4.0,231,
5780,Chinese,Bubble Tea,,,36.1258243,"Winston-Salem, NC",-80.285461,May Way Dumplings,False,$,4.0,113,
5781,Barbeque,,,,36.099342,"Winston-Salem, NC",-80.252876,Bib's Downtown,False,$$,4.0,213,
5782,Japanese,Vietnamese,,,36.08258,"Winston-Salem, NC",-80.29729,Pho and Sushi Vietnamese and Japanese Cuisine,False,$$,4.0,65,
5783,Wine Bars,Italian,,,36.097331,"Winston-Salem, NC",-80.252584,Quanto Basta: Italian Eatery & Wine Bar,False,$$,4.0,163,
5784,American (New),Southern,,,36.09854,"Winston-Salem, NC",-80.25324,"Spring House Restaurant, Kitchen & Bar",False,$$$,4.0,110,
5785,Desserts,Breakfast & Brunch,American (Traditional),,36.0945983,"Winston-Salem, NC",-80.2781512,Midtown Cafe & Dessertery,False,$$,3.5,114,
5786,Juice Bars & Smoothies,Salad,Live/Raw Food,,36.0920521,"Winston-Salem, NC",-80.2795835,Village Juice Co.,False,$$,4.5,66,
5787,Delis,,,,36.091703,"Winston-Salem, NC",-80.283507,The Carving Board,False,$$,4.0,76,
5788,Greek,Mediterranean,,,36.08573,"Winston-Salem, NC",-80.29275,Athena Greek Taverna,False,$$,4.0,106,
5789,Salad,Vegetarian,,,36.0924809,"Winston-Salem, NC",-80.2807284,Chopt Creative Salad Co.,False,$$,3.5,55,
5790,Mexican,,,,36.075434,"Winston-Salem, NC",-80.305087,La Casa Lopez Mexican Grill,False,$,4.5,79,
5791,Italian,Greek,Pizza,,36.0753339,"Winston-Salem, NC",-80.3034325,Zito! Pizzeria and Grill,False,$,4.5,95,
5792,Indian,,,,36.0952864,"Winston-Salem, NC",-80.2774354,Nawab Indian Cuisine,False,$$,4.0,183,
5793,Thai,,,,36.075474,"Winston-Salem, NC",-80.3037939,Thai Sawatdee,False,$$,4.0,195,
5794,Diners,American (Traditional),,,36.0902867,"Winston-Salem, NC",-80.2745645,Cloverdale Kitchen,False,$,3.5,49,
5795,Steakhouses,Italian,,,36.12136,"Winston-Salem, NC",-80.28223,Fratelli's Italian Steakhouse,False,$$$,3.5,119,
5796,Cocktail Bars,Gastropubs,Pubs,,36.0925203167628,"Winston-Salem, NC",-80.2643357478491,The Quiet Pint Tavern,False,$$,3.5,130,
5797,American (New),,,,36.0973,"Winston-Salem, NC",-80.25652,Fourth Street Filling Station,False,$$,3.5,200,
5798,Greek,Mediterranean,,,36.092328,"Winston-Salem, NC",-80.26728,Grecian Corner,False,$,4.0,79,
5799,Hot Dogs,,,,36.0791074855963,"Winston-Salem, NC",-80.3097715973854,Wild Willie's Wiener Wagon,False,$,5.0,11,
5800,Pizza,,,,36.08524,"Winston-Salem, NC",-80.29257,Firestorm Pizza - Winston Salem,False,$,4.0,60,
5801,American (New),Sandwiches,,,36.0968406130185,"Winston-Salem, NC",-80.2573639559232,West End Cafe,False,$$,4.0,90,
5802,Barbeque,,,,36.0745999,"Winston-Salem, NC",-80.258,Mr. Barbecue,False,$,4.0,68,
5803,Thai,,,,36.0911199,"Winston-Salem, NC",-80.27553,Thai Sawatdee,False,$,4.0,92,
5804,Breakfast & Brunch,American (Traditional),,,36.090503,"Winston-Salem, NC",-80.274276,Cagney's Kitchen,False,$,3.5,68,
5805,American (Traditional),Seafood,,,36.1069711,"Winston-Salem, NC",-80.2675671,1703 Restaurant & Catering,False,$$$,4.0,29,
5806,Sandwiches,Fast Food,Chicken Shop,,36.0837351407478,"Winston-Salem, NC",-80.2951057268885,PDQ,False,$,4.0,88,
5807,Hot Dogs,Burgers,Chicken Wings,,36.07823,"Winston-Salem, NC",-80.28525,P.B.'s Takeout,False,$,4.5,77,
5808,Wine Bars,Beer Bar,American (Traditional),,36.0927699,"Winston-Salem, NC",-80.2800038,Wine Merchants & Vin205 Bistro,False,$$,4.0,38,
5809,Steakhouses,Seafood,,,36.12454,"Winston-Salem, NC",-80.26326,Ryan's Restaurant -Steaks-Chops & Seafood,False,$$$,4.0,94,
5810,Southern,Barbeque,,,36.090316,"Winston-Salem, NC",-80.28709,A Noble Grille,False,$$$,3.5,82,
5811,Steakhouses,Barbeque,American (Traditional),,36.069832,"Winston-Salem, NC",-80.303269,Texas Roadhouse,False,$$,3.0,115,
5812,Mediterranean,Greek,Sandwiches,,36.0924177925382,"Winston-Salem, NC",-80.2800790174297,Zoes Kitchen,False,$$,3.5,42,
5813,Caribbean,,,,36.07143,"Winston-Salem, NC",-80.26436,Yeh Mon Caribbean Restaurant,False,$$,3.5,24,
5814,American (Traditional),Greek,Breakfast & Brunch,,36.0874499,"Winston-Salem, NC",-80.28948,The Olive Tree Deli,False,$,4.0,35,
5815,Tex-Mex,Mexican,,,36.08446,"Winston-Salem, NC",-80.29421,Tijuana Flats,False,$,3.5,70,
5816,Sports Bars,American (Traditional),Chicken Wings,,36.0856053124236,"Winston-Salem, NC",-80.2947177593787,Hickory Tavern,False,$$,3.0,100,
5817,Organic Stores,Juice Bars & Smoothies,Vegan,,36.0782493134328,"Winston-Salem, NC",-80.2845363691449,Organix Juice Bar,False,$$$,4.5,20,
5818,Food Trucks,Tacos,,,58.2980135442114,"Juneau, AK",-134.403329017348,Deckhand Dave's Fish Tacos,False,$$,5.0,222,
5819,Seafood,Fish & Chips,Food Trucks,,58.3583807,"Juneau, AK",-134.4850012,Wild Alaskan Halibut Truck,False,$$,4.5,32,
5820,Tacos,,,,58.359756,"Juneau, AK",-134.486118,El Zarape,False,$$,4.5,25,
5821,Chinese,,,,58.349467,"Juneau, AK",-134.491273,Dragon Inn Chinese Cuisine,False,$$,3.5,9,
5822,Breakfast & Brunch,Diners,Desserts,,35.108958,"Albuquerque, NM",-106.62004,The Range Café,False,$$,4.0,434,
5823,American (Traditional),Steakhouses,Burgers,,35.121268,"Albuquerque, NM",-106.585444,The Grill on San Mateo,False,$,4.5,348,
5824,Breweries,Soul Food,Southern,,35.1339651,"Albuquerque, NM",-106.6067815,Nexus Brewery,False,$$,4.0,805,
5825,American (New),Burgers,,,35.1057,"Albuquerque, NM",-106.60309,Rustic On the Green,False,$$,4.5,152,
5826,American (New),,,,35.1340611565831,"Albuquerque, NM",-106.586846740443,Rosemary,False,$$,4.0,111,
5827,Japanese,,,,35.1089251,"Albuquerque, NM",-106.5814256,Magokoro,False,$$,4.5,281,
5828,Seafood,,,,35.140510559082,"Albuquerque, NM",-106.600105285645,Crackin' Crab Seafood Boil,False,$$,4.5,203,
5829,Vietnamese,,,,35.10883,"Albuquerque, NM",-106.59649,Viet's Pho,False,$$,4.5,87,
5830,Mexican,Distilleries,Breweries,,35.11568,"Albuquerque, NM",-106.61336,Left Turn Distillery,False,$$,5.0,48,
5831,Mexican,,,,35.1169104,"Albuquerque, NM",-106.6078096,Mick's Chile Fix,False,$,4.0,53,
5832,New Mexican Cuisine,,,,35.13194,"Albuquerque, NM",-106.59727,Cocina Azul,False,$$,3.5,233,
5833,Sandwiches,,,,35.116977,"Albuquerque, NM",-106.603715,The Sandwich Company,False,$,4.5,23,
5834,Gastropubs,Breweries,,,35.1204703977009,"Albuquerque, NM",-106.617706814114,Canteen Brewhouse,False,$,4.0,176,
5835,Vietnamese,,,,35.11494,"Albuquerque, NM",-106.62178,Pho 79,False,$,4.0,190,
5836,Taiwanese,Chinese,,,35.10489,"Albuquerque, NM",-106.57799,Tsai's Chinese Bistro,False,$$,4.5,124,
5837,Seafood,Sports Bars,,,35.141348,"Albuquerque, NM",-106.598155,Pappadeaux Seafood Kitchen,False,$$$,4.0,464,
5838,Cuban,,,,35.109337,"Albuquerque, NM",-106.5833641,Havana Restaurant,False,$$,4.5,116,
5839,Steakhouses,Seafood,,,35.10771,"Albuquerque, NM",-106.62562,Rancher's Club of New Mexico,False,$$$,4.0,113,
5840,Bubble Tea,Cafes,Filipino,,35.104869,"Albuquerque, NM",-106.577996,Bubblicitea Cafe US,False,$,4.5,95,
5841,Mexican,,,,35.10072,"Albuquerque, NM",-106.61271,Padilla's Mexican Kitchen,False,$,4.0,251,
5842,Barbeque,,,,35.10718,"Albuquerque, NM",-106.6049,Rudy's Country Store and Bar-B-Q,False,$$,4.0,445,
5843,American (Traditional),Comfort Food,,,35.1394394548374,"Albuquerque, NM",-106.601415686309,Cheddar's Scratch Kitchen,False,$$,3.5,320,
5844,New Mexican Cuisine,,,,35.1574469786545,"Albuquerque, NM",-106.589423999527,Tomasita's Albuquerque,False,$$,3.5,164,
5845,Coffee & Tea,American (Traditional),Breakfast & Brunch,,35.1047219506085,"Albuquerque, NM",-106.596717618543,The Daily Grind,False,$$,3.5,127,
5846,Hot Dogs,Soup,Mexican,,35.105662,"Albuquerque, NM",-106.603109,Chumlys Southwestern,False,$,4.5,55,
5847,Pizza,Asian Fusion,Beer Bar,,35.1095,"Albuquerque, NM",-106.61927,"Urban 360 Pizza, Grill and Tap House",False,$$,4.0,68,
5848,Halal,Mediterranean,Middle Eastern,,35.1316599,"Albuquerque, NM",-106.57903,Alquds Mediterranean Grill & Grocery,False,$$,4.5,60,
5849,Creperies,Coffee & Tea,Breakfast & Brunch,,35.1450475390529,"Albuquerque, NM",-106.581188658996,Breve Crepes and Coffee,False,$$,4.0,102,
5850,New Mexican Cuisine,,,,35.1098567543561,"Albuquerque, NM",-106.608816340614,Richard's Mexican Restaurant,False,$,4.0,45,
5851,Pizza,Italian,American (New),,35.1056594,"Albuquerque, NM",-106.6031091,Amore Neapolitan Pizzeria-Green Jeans,False,$$,4.5,220,
5852,Vietnamese,,,,35.13113,"Albuquerque, NM",-106.57692,Mr Pho,False,$,4.5,98,
5853,New Mexican Cuisine,,,,35.10957,"Albuquerque, NM",-106.59668,Duran's Station,False,$$,4.0,108,
5854,Barbeque,Food Trucks,Hawaiian,,35.1171999,"Albuquerque, NM",-106.61423,Kimo's Hawaiian BBQ,False,$$,3.5,48,
5855,American (New),Burgers,Beer Bar,,35.13058,"Albuquerque, NM",-106.58921,Rock & Brews - Albuquerque,False,$$,3.5,306,
5856,Vietnamese,,,,35.09062,"Albuquerque, NM",-106.57789,LeBistro Vietnamese Restaurant,False,$$,4.5,131,
5857,Indian,,,,35.0962699,"Albuquerque, NM",-106.60394,Taj Mahal Cuisine Of India,False,$$,4.0,210,
5858,Persian/Iranian,Mediterranean,,,35.143745,"Albuquerque, NM",-106.593742,Pars Cuisine,False,$$,4.0,132,
5859,Mediterranean,Coffee & Tea,Kebab,,35.10513,"Albuquerque, NM",-106.589,Chello Grill,False,$$,4.0,164,
5860,Seafood,Mexican,,,35.1405146145055,"Albuquerque, NM",-106.5856581217,Mariscos La Playa,False,$$,4.0,62,
5861,Chinese,,,,35.118441,"Albuquerque, NM",-106.586912,Great China Restaurant,False,$,4.5,45,
5862,Vietnamese,,,,35.1095630423366,"Albuquerque, NM",-106.580276246861,Viet Taste,False,$,4.0,224,
5863,Korean,International Grocery,,,35.13161,"Albuquerque, NM",-106.57726,A-1 Oriental Market,False,$,4.5,17,
5864,Pizza,American (Traditional),Burgers,,40.0208808576011,"Columbus, OH",-83.0131830318578,Harvest Bar + Kitchen,False,$$,4.5,362,
5865,Breakfast & Brunch,Coffee & Tea,,,40.0226231928851,"Columbus, OH",-83.0138163178979,Blunch,False,$$,4.0,200,
5866,American (New),Sandwiches,Breakfast & Brunch,,39.983716,"Columbus, OH",-83.015735,Katalina's,False,$$,4.5,801,
5867,Mediterranean,Middle Eastern,,,40.0231,"Columbus, OH",-83.01398,Lavash Cafe,False,$$,4.5,527,
5868,Barbeque,Food Trucks,,,40.0156875852615,"Columbus, OH",-83.0117940480072,Ray Ray's Hog Pit,False,$,4.5,356,
5869,Polish,Comfort Food,,,40.008640036722,"Columbus, OH",-83.0001968890429,Pierogi Mountain,False,$,4.5,73,
5870,Delis,Breakfast & Brunch,Sandwiches,,40.014907,"Columbus, OH",-83.000523,Baba's,False,$,4.5,75,
5871,Diners,Bars,American (New),,39.9864202059625,"Columbus, OH",-83.0250615975532,Cap City Fine Diner Columbus - Grandview,False,$$,4.0,515,
5872,Coffee & Tea,Bakeries,Cafes,,39.9841399,"Columbus, OH",-82.99939,Fox In the Snow Cafe,False,$$,4.5,788,
5873,American (New),Breakfast & Brunch,,,40.0175285,"Columbus, OH",-83.0117264,Acre Farm-to-Table To-Go,False,$$,4.0,244,
5874,Breweries,Beer Bar,Sandwiches,,40.0222078879206,"Columbus, OH",-83.0141957013065,Lineage Brewing,False,$$,4.5,149,
5875,Bars,American (Traditional),Sandwiches,,39.9847984313965,"Columbus, OH",-83.0046615600586,Standard Hall,False,$$,4.0,199,
5876,Bars,Seafood,American (New),,40.00982,"Columbus, OH",-83.01056,Trillium Kitchen & Patio,False,$$,4.0,61,
5877,Chinese,,,,40.01576,"Columbus, OH",-83.01142,N.E. Chinese Restaurant,False,$$,4.5,62,
5878,Bakeries,Cafes,Breakfast & Brunch,,40.030108,"Columbus, OH",-83.015878,Dough Mama,False,$,4.0,126,
5879,Gastropubs,American (New),,,40.0220084526791,"Columbus, OH",-83.0018159374595,The Crest Gastropub,False,$$,3.5,471,
5880,Diners,Cafes,,,40.03367,"Columbus, OH",-83.00048,McCarthy's Wildflower Café & Catering,False,$,4.0,174,
5881,Vegan,Burgers,Vegetarian,,39.991732212637,"Columbus, OH",-83.0065794597006,Eden Burger,False,$,4.5,163,
5882,American (Traditional),Sports Bars,Chicken Wings,,40.0279502868652,"Columbus, OH",-83.027587890625,Roosters,False,$$,4.0,121,
5883,Breakfast & Brunch,Burgers,American (New),,39.99512,"Columbus, OH",-83.01418,Hang Over Easy,False,$,4.0,293,
5884,Diners,American (Traditional),,,40.0261268615723,"Columbus, OH",-83.0147323608398,Nancy's Home Cooking,False,$,4.0,171,
5885,Sports Bars,Hot Dogs,Chicken Wings,,40.02193,"Columbus, OH",-83.01384,Old Skool,False,$$,4.0,133,
5886,Sushi Bars,,,,39.98538,"Columbus, OH",-83.00478,The 1126 Restaurant,False,$$,4.5,104,
5887,Bars,Tacos,Tex-Mex,,39.987471,"Columbus, OH",-83.005816,Condado Tacos - Short North,False,$$,4.0,582,
5888,Korean,Sushi Bars,,,40.00558,"Columbus, OH",-83.00887,Diaspora,False,$$,4.0,141,
5889,Bars,Pizza,American (Traditional),,39.9850119,"Columbus, OH",-83.0047051,Short North Food Hall,False,$$,4.0,107,
5890,Themed Cafes,Pet Adoption,Coffee & Tea,,40.02576,"Columbus, OH",-83.00166,"Eat, Purr, Love Cat Café",False,$,5.0,28,
5891,International Grocery,American (New),Breakfast & Brunch,,39.9836,"Columbus, OH",-83.00117,The Market Italian Village,False,$$,4.0,165,
5892,Burgers,Sports Bars,American (Traditional),,40.0063781738281,"Columbus, OH",-83.0096893310547,The Chop Shop,False,$,3.5,72,
5893,Empanadas,Latin American,,,39.99522,"Columbus, OH",-83.00169,Dada Empanada,False,$,4.0,73,
5894,Cafes,,,,40.0005012,"Columbus, OH",-83.0088313,Heirloom,False,$$,4.0,56,
5895,Food Stands,Mexican,,,40.0374581354451,"Columbus, OH",-83.0007031559944,La Poblanita,False,$,4.5,57,
5896,American (New),Cocktail Bars,,,39.9874821290394,"Columbus, OH",-83.0047189788486,Service Bar,False,$$$,4.0,67,
5897,Caribbean,,,,39.9974174499512,"Columbus, OH",-82.9775466918945,Island Vibes Restaurant,False,$,4.0,63,
5898,Breakfast & Brunch,Cafes,American (Traditional),,39.9944115522208,"Columbus, OH",-83.0071860932541,First Watch,False,$$,4.0,53,
5899,Tacos,Bars,Tex-Mex,,40.02278,"Columbus, OH",-83.01403,Condado Tacos - Clintonville,False,$$,4.0,117,
5900,Chinese,Noodles,,,39.99689,"Columbus, OH",-83.00699,Chinese Beef Noodle Soup,False,$,4.0,85,
5901,Chinese,Japanese,Asian Fusion,,40.0220353738857,"Columbus, OH",-83.0256759149484,H.Y. Asian Cuisine,False,$$,4.0,64,
5902,American (New),,,,40.02413,"Columbus, OH",-83.02535,Moda Restaurant & Bar Columbus,False,$$,4.0,12,
5903,Mexican,,,,39.983102,"Columbus, OH",-82.9993,Cosecha,False,$$,3.5,154,
5904,Fish & Chips,,,,39.993583,"Columbus, OH",-82.982369,J Hot Fish,False,$$,4.0,47,
5905,Pizza,Cocktail Bars,Vegan,,39.9867412256178,"Columbus, OH",-83.0056298414597,Paulie Gee's Short North,False,$$,4.5,170,
5906,Pizza,,,,40.0163689,"Columbus, OH",-83.0120163,Hounddog's Three Degree Pizza,False,$$,4.0,462,
5907,Delis,Sandwiches,Cafes,,40.02937,"Columbus, OH",-83.015,Cornerstone Deli & Café,False,$,4.0,170,
5908,Food Trucks,Tacos,,,39.98713,"Columbus, OH",-83.01194,Taqueria Los Primos,False,$,5.0,32,
5909,Bubble Tea,Chinese,Waffles,,40.02137,"Columbus, OH",-83.01338,Fairy Ville,False,$$,4.5,36,
5910,Sandwiches,Burgers,Salad,,35.3750466,"Bakersfield, CA",-119.0220255,Locale Farm to Table Eatery,False,$$,4.5,353,
5911,Diners,Breakfast & Brunch,American (New),,35.38077,"Bakersfield, CA",-119.01791,24th Street Cafe,False,$$,4.0,919,
5912,Ice Cream & Frozen Yogurt,Burgers,Breakfast & Brunch,,35.37063,"Bakersfield, CA",-119.05624,Moo Creamery,False,$$,4.0,1811,
5913,Barbeque,,,,35.36921,"Bakersfield, CA",-119.02086,PorkChop & Bubba's BBQ,False,$$,5.0,187,
5914,Vegan,Pop-Up Restaurants,,,35.376894818947,"Bakersfield, CA",-119.022573686273,The Hens Roost,False,$$,5.0,114,
5915,Barbeque,Sports Bars,Burgers,,35.3676834106445,"Bakersfield, CA",-119.042335510254,Firestone Grill,False,$$,4.0,618,
5916,Breakfast & Brunch,Pop-Up Restaurants,Barbeque,,35.3739713,"Bakersfield, CA",-119.0310828,The Barnyard @ Match Point Grill,False,$,4.5,22,
5917,American (Traditional),Bars,,,35.3736,"Bakersfield, CA",-119.01573,The Tower Craft Bar & Grill,False,$$,4.0,78,
5918,Italian,Bars,,,35.3755499,"Bakersfield, CA",-119.01855,Mamma Mia,False,$$,4.0,64,
5919,Ramen,Noodles,Desserts,,35.3373447496433,"Bakersfield, CA",-119.059928294812,O Ramen,False,$$,4.0,302,
5920,Breweries,American (New),Venues & Event Spaces,,35.38877,"Bakersfield, CA",-119.04222,Temblor Brewing Company,False,$$,4.0,496,
5921,Food Trucks,Mexican,,,35.35447,"Bakersfield, CA",-119.04718,Vatos Tacos,False,$,4.0,207,
5922,Steakhouses,Seafood,American (Traditional),,35.3839179061221,"Bakersfield, CA",-119.047518042328,Hungry Hunter Steakhouse,False,$$,4.0,630,
5923,Vegan,Gluten-Free,,,35.3759111201352,"Bakersfield, CA",-119.022291841236,Better Bowls,False,$,5.0,68,
5924,American (Traditional),,,,35.37651,"Bakersfield, CA",-119.01788,Woolworth Diner,False,$,4.5,208,
5925,Mediterranean,Halal,Food Trucks,,35.377964,"Bakersfield, CA",-119.021032,Pita Paradise Food Truck,False,$,5.0,445,
5926,American (New),Pubs,,,35.36678,"Bakersfield, CA",-119.03914,Bootleggers Craft Pub & Eatery,False,$$,4.0,358,
5927,Coffee & Tea,Cafes,Breakfast & Brunch,,35.37556,"Bakersfield, CA",-119.02151,Farmacy,False,$$,4.0,70,
5928,Caribbean,Tapas Bars,Seafood,,35.37569,"Bakersfield, CA",-119.01981,Mama Roomba,False,$$,4.0,428,
5929,American (Traditional),Breakfast & Brunch,,,35.3574664802586,"Bakersfield, CA",-119.038577121499,Donna Kaye's Cafe,False,$$,4.0,146,
5930,Tex-Mex,,,,35.374564,"Bakersfield, CA",-119.038392,Jake's,False,$$,4.0,258,
5931,Korean,Barbeque,,,35.3572141349804,"Bakersfield, CA",-119.061757139862,Tofu House - Korean BBQ,False,$$,4.0,265,
5932,Japanese,Sushi Bars,,,35.3765182,"Bakersfield, CA",-119.0203323,Jin Sushi,False,$$,4.5,416,
5933,Pizza,Cocktail Bars,,,35.3391114182685,"Bakersfield, CA",-119.050040988004,Bakersfield Pizza Co. & Bar,False,$$,4.5,540,
5934,Italian,Salad,,,35.3746,"Bakersfield, CA",-119.01777,Uricchio's Trattoria,False,$$,4.0,328,
5935,Diners,Breakfast & Brunch,Burgers,,35.3675753727962,"Bakersfield, CA",-119.048554623304,Black Bear Diner,False,$$,3.5,385,
5936,Vietnamese,Poke,Asian Fusion,,35.3392617187207,"Bakersfield, CA",-119.045637885212,Rolls And Grill,False,$$,4.5,233,
5937,Vegan,Poke,Acai Bowls,,35.3764722474162,"Bakersfield, CA",-119.018704851695,Río Açai Bowls,False,$,4.5,210,
5938,Seafood,Mexican,,,35.3903656718412,"Bakersfield, CA",-119.019060873541,La Costa Mariscos,False,$$,4.0,556,
5939,Caribbean,,,,35.3398774396771,"Bakersfield, CA",-119.048897834272,Barrington's Jamaican Kitchen,False,$$,4.5,77,
5940,Basque,French,,,35.3828,"Bakersfield, CA",-119.05256,Benji's French Basque Restaurant,False,$$,3.5,219,
5941,Meat Shops,Barbeque,,,35.37693,"Bakersfield, CA",-119.02434,"Prime Time BBQ, Meats, Deli",False,$$,4.5,52,
5942,Thai,Asian Fusion,Noodles,,35.37641,"Bakersfield, CA",-119.01985,Chef's Choice Noodle Bar,False,$$,4.0,492,
5943,American (New),Breakfast & Brunch,Steakhouses,,35.3755266515324,"Bakersfield, CA",-119.021522998809,Belvedere Room,False,$$$,4.0,172,
5944,Tacos,Fast Food,,,35.36759,"Bakersfield, CA",-119.04287,Dos Tacos,False,$,4.0,337,
5945,Vietnamese,,,,35.3647951,"Bakersfield, CA",-119.0374877,Saigon Restaurant,False,$,4.0,172,
5946,Filipino,Seafood,,,35.3640453985436,"Bakersfield, CA",-119.038195885181,L Philippine Cuisine,False,$,3.5,81,
5947,Burgers,Desserts,,,35.3773651123047,"Bakersfield, CA",-119.022621154785,Happy Jacks Hamburger & Pie Shop,False,$,4.0,153,
5948,Sandwiches,,,,35.37456,"Bakersfield, CA",-119.01825,Sandwich Shack,False,$,4.5,29,
5949,Lounges,American (Traditional),Burgers,,35.375881,"Bakersfield, CA",-119.019394,Muertos Kitchen & Lounge,False,$$,3.5,517,
5950,Street Vendors,Brazilian,Hot Dogs,,35.3558,"Bakersfield, CA",-119.06101,Brazil Hot Dogs,False,$,5.0,8,
5951,Steakhouses,,,,35.3392351,"Bakersfield, CA",-119.0373261,Texas Roadhouse,False,$$,3.5,220,
5952,Salad,,,,35.3766591284845,"Bakersfield, CA",-119.0202,Toss It,False,$,4.5,81,
5953,Mexican,Latin American,Steakhouses,,35.37501,"Bakersfield, CA",-119.01956,Centro 18 Latin Steakhouse,False,$$,4.0,250,
5954,American (Traditional),Sandwiches,,,35.3678461034228,"Bakersfield, CA",-119.044684625973,Corner Bakery Cafe,False,$,3.5,143,
5955,Thai,Vietnamese,,,35.375919342041,"Bakersfield, CA",-119.019187927246,Jasmine & The New Taste,False,$$,4.0,258,
5956,Barbeque,Smokehouse,Southern,,35.3384111844295,"Bakersfield, CA",-119.033902775641,Lucille's Smokehouse Bar-B-Que,False,$$,3.5,353,
5957,Pan Asian,,,,41.1784,"Bridgeport, CT",-73.19202,Eat Noodle,False,$,4.5,101,
5958,Italian,Seafood,,,41.175594,"Bridgeport, CT",-73.188776,Ralph n Rich's Restaurant,False,$$,4.0,170,
5959,Caribbean,,,,41.1741124,"Bridgeport, CT",-73.2068493,Bobby B's Roti Shop,False,$,4.5,117,
5960,Vietnamese,,,,41.1777034,"Bridgeport, CT",-73.2021711,Pho Hong Thom,False,$,4.5,165,
5961,German,Beer Bar,,,41.17651,"Bridgeport, CT",-73.18893,Harlan Haus,False,$$,4.0,71,
5962,Brazilian,Desserts,Buffets,,41.18694,"Bridgeport, CT",-73.19804,Pantanal Restaurant,False,$$,4.5,85,
5963,Turkish,,,,41.21549,"Bridgeport, CT",-73.21322,Bereket Turkish Restaurant,False,$$,4.5,174,
