,Category 0,Category 1,Category 2,Latitude,Location,Longitude,Name,Out of Business,Price,Rating,Review Count,Happiness Score
4685,Beer Bar,,,39.9335406,"Philadelphia, PA",-75.1589076,Garage Passyunk,False,$,4.0,172,
4686,Breweries,,,39.9744567871094,"Philadelphia, PA",-75.1808395385742,Crime & Punishment Brewing,False,$,4.5,154,
4687,Sports Bars,American (New),,39.9522994,"Philadelphia, PA",-75.186813,Tipsy Bistro,False,$$,4.5,84,
4688,Bars,,,39.9681184069873,"Philadelphia, PA",-75.1623112237759,Lorraine,False,$,4.0,24,
4689,Bars,,,39.9294853210449,"Philadelphia, PA",-75.161376953125,Fountain Porter,False,$,4.5,166,
4690,Lounges,,,39.952654475943,"Philadelphia, PA",-75.17393078932,The Ranstead Room,False,$$$,4.0,441,
4691,Pubs,Belgian,Gastropubs,39.94771,"Philadelphia, PA",-75.16827,Monk's Cafe,False,$$,4.0,2067,
4692,Irish,Irish Pub,,39.96872,"Philadelphia, PA",-75.17816,The Black Taxi,False,$$,4.0,71,
4693,Pubs,Burgers,Sandwiches,39.948793,"Philadelphia, PA",-75.1662055,Good Dog Bar,False,$$,4.0,1158,
4694,Bars,Falafel,Kebab,39.9255095,"Philadelphia, PA",-75.159212,Bok Bar,False,$$,4.0,166,
4695,Beer Bar,,,39.9506754,"Philadelphia, PA",-75.1740099,Tria Taproom,False,$$,4.5,331,
4696,American (New),Bars,Breweries,39.9483759951684,"Philadelphia, PA",-75.1435959711671,2nd Story Brewing,False,$$,4.0,478,
4697,Dive Bars,American (New),,39.941707611084,"Philadelphia, PA",-75.1518783569336,Tattooed Mom,False,$,4.0,597,
4698,American (New),Burgers,Whiskey Bars,39.951416594943,"Philadelphia, PA",-75.173767791736,Village Whiskey,False,$$,4.0,1464,
4699,Cocktail Bars,American (Traditional),Sports Clubs,39.9491171744722,"Philadelphia, PA",-75.1659644754621,SPIN Philadelphia,False,$$,3.5,83,
4700,Dive Bars,,,39.94405,"Philadelphia, PA",-75.16753,Bob & Barbara's,False,$,4.0,287,
4701,Beer Bar,Sandwiches,,39.95701,"Philadelphia, PA",-75.17574,Cherry Street Tavern,False,$,4.0,137,
4702,Bars,Event Planning & Services,American (Traditional),39.9480724,"Philadelphia, PA",-75.1592369,Strangelove's,False,$$,4.0,381,
4703,Dance Clubs,Cocktail Bars,Whiskey Bars,39.9588257,"Philadelphia, PA",-75.1566756,The Trestle Inn,False,$$,4.0,191,
4704,American (New),Tapas/Small Plates,Cocktail Bars,39.9523171,"Philadelphia, PA",-75.1700175,Harper's Garden,False,$$,4.0,161,
4705,Sports Bars,,,39.9502139954898,"Philadelphia, PA",-75.1609874144197,Brickwall Tavern,False,$$,4.0,41,
4706,Bars,,,39.97435,"Philadelphia, PA",-75.18015,2637brew,False,$$,4.0,104,
4707,Dive Bars,,,39.94643,"Philadelphia, PA",-75.17846,Doobies,False,$,4.0,151,
4708,Pubs,Dive Bars,Sports Bars,39.9538230895996,"Philadelphia, PA",-75.1769866943359,Liberty Bar & Grill,False,$$,4.0,64,
4709,Pubs,American (Traditional),Breakfast & Brunch,39.9495401,"Philadelphia, PA",-75.145949,National Mechanics,False,$$,4.0,829,
4710,Breweries,Beer Bar,American (Traditional),39.926153626275,"Philadelphia, PA",-75.1731575638237,Second District Brewing,False,$$,4.0,73,
4711,Pubs,,,39.95376,"Philadelphia, PA",-75.14396,Paddy's Old City Pub,False,$,3.5,95,
4712,Cocktail Bars,Vegetarian,Vegan,39.9495,"Philadelphia, PA",-75.16176,Charlie Was a Sinner,False,$$,4.0,798,
4713,Bars,American (New),,39.9451899,"Philadelphia, PA",-75.17052,Midnight Iris,False,$$,4.5,39,
4714,Japanese,Bars,,39.95517,"Philadelphia, PA",-75.15667,Hi Kori,False,$$,4.5,39,
4715,Pubs,,,39.9616721749683,"Philadelphia, PA",-75.1733376458287,Parkway Pub,False,$$,4.5,2,
4716,Lounges,,,39.957147,"Philadelphia, PA",-75.1698231,Assembly,False,$$$,3.5,133,
4717,Dive Bars,Jazz & Blues,,39.9454763,"Philadelphia, PA",-75.1627451,Dirty Franks,False,$,3.5,260,
4718,Bars,,,39.97513,"Philadelphia, PA",-75.18358,Otto's Taproom,False,$$,4.0,11,
4719,Dive Bars,,,39.9472351074219,"Philadelphia, PA",-75.1574554443359,Locust Bar,False,$,4.0,100,
4720,Bars,American (New),Sandwiches,39.948832,"Philadelphia, PA",-75.144063,Sassafras Bar,False,$$,4.5,300,
4721,Bars,Music Venues,,32.5235399,"Columbus, GA",-84.88914,Soho Bar & Grill,False,$,3.0,5,
4722,Sports Bars,Chicken Wings,Music Venues,32.52417,"Columbus, GA",-84.88714,Legends,False,$$,3.0,1,
4723,Sports Bars,Karaoke,Pubs,35.07485,"Fayetteville, NC",-78.92877,On After Bar & Grub,False,$,4.5,6,
4724,Bars,,,35.0750274658203,"Fayetteville, NC",-78.9282531738281,Pour House,False,$,5.0,2,
4725,Bars,,,35.0720901,"Fayetteville, NC",-78.925705,Jack's Tap,False,$$,4.0,12,
4726,Tobacco Shops,Lounges,Music Venues,35.07288,"Fayetteville, NC",-78.95207,Anstead's Tobacco Company,False,$$,4.5,37,
4727,Barbeque,Sports Bars,American (Traditional),35.0749341222711,"Fayetteville, NC",-78.9534723758698,Mac's Speed Shop - Fayetteville,False,$$,4.0,1022,
4728,Pubs,,,35.04452,"Fayetteville, NC",-78.91887,Louies Sports Pub,False,$,2.5,19,
4729,American (Traditional),Sports Bars,,35.0673,"Fayetteville, NC",-78.9600899,Carolina Ale House,False,$$,3.5,193,
4730,Pubs,,,35.07253,"Fayetteville, NC",-78.92586,B S Jones Pub & Grill,False,$,3.5,21,
4731,Sports Bars,American (Traditional),,35.0447769165039,"Fayetteville, NC",-78.9374542236328,Phat Daddy's Sports Bar And Grill,False,$$,2.5,8,
4732,Sports Bars,Karaoke,,35.04515,"Fayetteville, NC",-78.92489,Cheers Too,False,$,1.5,3,
4733,American (New),Breweries,Steakhouses,35.070571,"Fayetteville, NC",-78.955151,Mash House,False,$$,3.5,431,
4734,Pizza,Sandwiches,Bars,35.071996,"Fayetteville, NC",-78.952612,Mellow Mushroom,False,$$,4.0,201,
4735,Sports Bars,American (Traditional),,35.045021,"Fayetteville, NC",-78.933197,Legendz Restaurant & Sports Bar,False,$,1.5,3,
4736,American (Traditional),Sports Bars,,35.069949,"Fayetteville, NC",-78.96343,Kickback Jack's,False,$$,2.5,122,
4737,Restaurants,Pool Halls,,35.0478116422892,"Fayetteville, NC",-78.9312656968832,Broadstreet Cafe & Billiards,False,$$,4.0,2,
4738,Bars,Pool Halls,,35.0756034851074,"Fayetteville, NC",-78.9307327270508,Corner Pockets,False,$$,3.5,4,
4739,Tex-Mex,Bars,Mexican,35.075933,"Fayetteville, NC",-78.953153,Salsa's and Beer,False,$$,3.5,66,
4740,Steakhouses,Bars,Seafood,35.04627,"Fayetteville, NC",-78.92082,Chris's Steak & Seafood House,False,$$$,3.5,86,
4741,Seafood,American (New),Cocktail Bars,35.066109,"Fayetteville, NC",-78.960396,Bonefish Grill,False,$$,3.5,133,
4742,Italian,Bars,Seafood,35.0768661499023,"Fayetteville, NC",-78.9536514282227,Luigi's Italian Restaurant,False,$$,4.0,290,
4743,Chicken Wings,Sports Bars,American (Traditional),35.073548961301,"Fayetteville, NC",-78.9535342264508,Hooters,False,$$,2.0,88,
4744,Bars,,,35.0464694506151,"Fayetteville, NC",-78.92044897557,Mavericks Saloon,False,$$,1.5,14,
4745,Mongolian,Sushi Bars,Bars,35.07412,"Fayetteville, NC",-78.96592,Crazy Fire Mongolian Grill,False,$$,3.0,110,
4746,Bars,Tex-Mex,American (Traditional),35.0696258544922,"Fayetteville, NC",-78.960319519043,Chili's,False,$$,2.5,76,
4747,Speakeasies,,,41.0886096954346,"Akron, OH",-81.5155519545078,Northside Speakeasy,False,$$,4.5,42,
4748,Pubs,Music Venues,,41.085414,"Akron, OH",-81.5155761693115,High St. Hop House,False,$$,4.5,7,
4749,Breweries,,,41.0846062,"Akron, OH",-81.5153696,Akronym Brewing,False,$,4.5,25,
4750,Dive Bars,Lounges,,41.095977,"Akron, OH",-81.542675,Annabell's,False,$,4.5,24,
4751,Sports Bars,Burgers,Sandwiches,41.07585,"Akron, OH",-81.52291,Woody's Bar Akron,False,$,4.0,14,
4752,Bars,American (Traditional),,41.09624,"Akron, OH",-81.54349,Barmacy Bar & Grill,False,$,3.0,14,
4753,Bars,American (Traditional),,41.0797920227051,"Akron, OH",-81.5195465087891,Baxter's Bar,False,$$,3.5,70,
4754,Breweries,Wine Tasting Room,Gift Shops,41.06906,"Akron, OH",-81.51782,Thirsty Dog Brewing,False,$$,4.0,44,
4755,Jazz & Blues,Tapas/Small Plates,Cocktail Bars,41.0851097,"Akron, OH",-81.5161896,BLU Jazz+,False,$$,4.0,48,
4756,Gay Bars,,,41.0762264,"Akron, OH",-81.522537,Tear-Ez,False,$,4.0,5,
4757,Sports Bars,,,41.070919,"Akron, OH",-81.5082779,The Score Bar and Grill,False,$$,3.5,11,
4758,Pubs,,,41.0761566162109,"Akron, OH",-81.5232162475586,69 Taps,False,$,3.0,26,
4759,Lounges,,,41.067828375581,"Akron, OH",-81.5178713947535,Bottoms Up Lounge,False,$$,2.0,3,
4760,Music Venues,,,41.0880498,"Akron, OH",-81.5153102,Jilly's Music Room,False,$$,3.5,26,
4761,Sports Bars,,,41.07104,"Akron, OH",-81.51007,Manny's Pub,False,$,3.5,10,
4762,Pubs,,,41.0965497,"Akron, OH",-81.5438869,Ray's Pub,False,$,2.5,10,
4763,Bars,,,41.0962867736816,"Akron, OH",-81.5434722900391,Highland Tavern,False,$,3.5,16,
4764,American (New),Cocktail Bars,,41.0886156713717,"Akron, OH",-81.5154985011788,Dante Boccuzzi Akron,False,$$$,4.0,123,
4765,Gay Bars,,,41.04587,"Akron, OH",-81.52873,Cocktails Akron,False,$$,4.5,2,
4766,Sports Bars,Burgers,Sandwiches,41.0932699,"Akron, OH",-81.53491,Frank's Place On Market,False,$$,3.5,26,
4767,Hookah Bars,,,41.076824,"Akron, OH",-81.521563,Karma Kafe,False,$$,3.0,14,
4768,Pubs,American (Traditional),,41.04649,"Akron, OH",-81.52716,Main Street Saloon,False,$,4.0,9,
4769,Salad,Irish Pub,Sandwiches,41.0760744,"Akron, OH",-81.5222513,Brubaker's Pub,False,$$,2.5,16,
4770,Sports Bars,American (Traditional),,41.079288,"Akron, OH",-81.520774,Barley House,False,$$,2.5,97,
4771,Sports Bars,Burgers,Sandwiches,41.07739,"Akron, OH",-81.52185,The Game Grill & Bar,False,$$,3.0,29,
4772,Music Venues,,,41.0785598754883,"Akron, OH",-81.5199127197266,Musica/Mocha Maiden,False,$$$,3.5,15,
4773,Dance Clubs,Gay Bars,,41.0874366760254,"Akron, OH",-81.517333984375,Interbelt Night Club,False,$$,3.5,12,
4774,Hookah Bars,Lounges,Cafes,41.080185,"Akron, OH",-81.508563,Shi-Sha Hookah Lounge & Cafe,False,$,3.0,6,
4775,Skating Rinks,Music Venues,,41.08015,"Akron, OH",-81.52006,Lock 3 Park,False,$,4.5,7,
4776,Cafes,Health Markets,Music Venues,41.0976257324219,"Akron, OH",-81.5449523925781,Mustard Seed Market & Cafe,False,$$,4.0,104,
4777,Sandwiches,Lounges,Music Venues,41.0964517,"Akron, OH",-81.5436351,Mr Zubs Deli at the Matinee,False,$,4.0,115,
4778,Music Venues,,,41.08058,"Akron, OH",-81.51969,Akron Civic Theatre,False,$$,4.5,17,
4779,Cocktail Bars,Tapas/Small Plates,,39.10012,"Cincinnati, OH",-84.51228,Aster,False,$$,4.5,79,
4780,Speakeasies,,,39.12561,"Cincinnati, OH",-84.48844,The Video Archive,False,$$,4.5,78,
4781,Cocktail Bars,,,39.1094214222805,"Cincinnati, OH",-84.5159993768337,Sundry and Vice,False,$$,4.5,217,
4782,Wine Bars,Cocktail Bars,Music Venues,39.10948,"Cincinnati, OH",-84.49752,Blind Lemon,False,$$,4.5,156,
4783,Lounges,Cocktail Bars,,39.1079466243684,"Cincinnati, OH",-84.5181546432861,Vestry,False,$$,4.5,20,
4784,Cocktail Bars,Pubs,Whiskey Bars,39.1033668,"Cincinnati, OH",-84.5122533,Horse and Barrel,False,$$,4.5,51,
4785,Dive Bars,,,39.12949,"Cincinnati, OH",-84.50928,Dive Bar,False,$,4.0,39,
4786,Bars,,,39.12959,"Cincinnati, OH",-84.50989,The Dime,False,$,5.0,5,
4787,American (New),Breweries,Pubs,39.11135,"Cincinnati, OH",-84.51752,Taft's Ale House,False,$$,4.5,825,
4788,Bars,Arcades,,39.1104507,"Cincinnati, OH",-84.5138016,16-Bit Bar+Arcade,False,$$,4.5,290,
4789,Sports Bars,,,39.1038398742676,"Cincinnati, OH",-84.5141983032227,Knockback Nats,False,$,4.0,246,
4790,Bars,,,39.11191,"Cincinnati, OH",-84.5143,Mecca,False,$,4.0,54,
4791,Bars,,,39.1283244,"Cincinnati, OH",-84.5167322,The St. Clair,False,$$,4.5,28,
4792,Karaoke,,,39.1019279,"Cincinnati, OH",-84.5150387,Tokyo Kitty,False,$$,4.0,50,
4793,Pubs,,,39.13154,"Cincinnati, OH",-84.50968,Daniel's Pub,False,$,4.0,13,
4794,Beer Gardens,Cocktail Bars,,39.1077714287186,"Cincinnati, OH",-84.5191292217061,Queen City Radio Beer Garden & Bar,False,$$,4.0,118,
4795,Dive Bars,Irish,Pubs,39.0992026678407,"Cincinnati, OH",-84.513307657949,O' Malleys In The Alley,False,$,4.0,125,
4796,Bars,Venues & Event Spaces,Burgers,39.107675,"Cincinnati, OH",-84.51495,The Rook OTR,False,$$,4.5,147,
4797,Coffee & Tea,Bars,,39.1265709087128,"Cincinnati, OH",-84.4966818750153,Landlocked Social House,False,$,4.5,75,
4798,Lounges,Cocktail Bars,,39.099324,"Cincinnati, OH",-84.51497,Bromwell's HÄRTH Lounge,False,$$,4.5,44,
4799,Bars,,,39.1099735235851,"Cincinnati, OH",-84.5128283348612,Longfellow,False,$$,4.5,36,
4800,Beer Bar,Pubs,Venues & Event Spaces,39.1299265818557,"Cincinnati, OH",-84.4778484531647,The Growler House,False,$,4.5,67,
4801,Breweries,,,39.117271,"Cincinnati, OH",-84.5201,Rhinegeist Brewery,False,$$,4.5,502,
4802,Coffee & Tea,Beer Bar,Cocktail Bars,39.09868,"Cincinnati, OH",-84.5134,Lola's,False,$,4.5,87,
4803,Bars,,,39.11036,"Cincinnati, OH",-84.51626,Low Spark,False,$$,4.0,58,
4804,Sports Bars,,,39.10625948589,"Cincinnati, OH",-84.5153052588917,Queen City Exchange,False,$,4.0,46,
4805,Dive Bars,Pubs,,39.124626159668,"Cincinnati, OH",-84.5200805664062,Murphy's Pub,False,$,4.0,52,
4806,Lounges,,,39.108845,"Cincinnati, OH",-84.511444,Japp's Since 1879,False,$$,4.0,209,
4807,Pubs,Irish,,39.107780456543,"Cincinnati, OH",-84.4968109130859,Crowley's,False,$,4.5,25,
4808,Wine Bars,"Beer, Wine & Spirits",Beer Bar,39.1121,"Cincinnati, OH",-84.51254,Liberty's Bar & Bottle,False,$$,4.5,61,
4809,Bars,,,39.10908,"Cincinnati, OH",-84.5119,The Hub OTR,False,$,4.0,5,
4810,Jazz & Blues,Pubs,Music Venues,39.1254997,"Cincinnati, OH",-84.4902191,The Greenwich,False,$,5.0,8,
4811,Brewpubs,,,39.11006,"Cincinnati, OH",-84.50871,3 Points Urban Brewery,False,$,4.5,57,
4812,Brewpubs,,,39.114849,"Cincinnati, OH",-84.521941,Samuel Adams Cincinnati Taproom,False,$$$,4.5,25,
4813,Sports Bars,Beer Bar,,39.108542940849,"Cincinnati, OH",-84.5124517867177,Rhinehaus,False,$,4.0,81,
4814,Bars,,,39.1092495592747,"Cincinnati, OH",-84.5106953009963,Treehouse Patio Bar,False,$,2.5,55,
4815,Bars,,,39.0969435,"Cincinnati, OH",-84.5087446,AC Upper Deck,False,$$,3.0,27,
4816,American (Traditional),Bars,Breakfast & Brunch,39.13052,"Cincinnati, OH",-84.50979,Ladder 19,False,$$,3.5,116,
4817,Bars,American (New),,39.1434212,"Cincinnati, OH",-84.5197296,Arlin's Bar & Restaurant,False,$,4.0,77,
4818,Dive Bars,,,39.1396942138672,"Cincinnati, OH",-84.5128707885742,Fries Cafe,False,$,4.0,35,
4819,Bars,Chicken Wings,American (Traditional),39.09868,"Cincinnati, OH",-84.5134,Blind Pig,False,$,3.5,62,
4820,Karaoke,Cocktail Bars,,39.1082439,"Cincinnati, OH",-84.513092,Below Zero Lounge,False,$$,4.0,73,
4821,Sports Bars,American (Traditional),Chicken Wings,35.3587651,"Fort Smith, AR",-94.361957,Hooters,False,$$,2.5,25,
4822,Bars,Tex-Mex,American (Traditional),35.35557,"Fort Smith, AR",-94.35845,Chili's,False,$$,3.5,16,
4823,Chicken Wings,American (Traditional),Sports Bars,35.3564999,"Fort Smith, AR",-94.36102,Buffalo Wild Wings,False,$$,3.0,30,
4824,American (Traditional),Sports Bars,Burgers,35.354432,"Fort Smith, AR",-94.356053,Applebee's Grill + Bar,False,$$,2.5,19,
4825,Pubs,,,38.63323,"St. Louis, MO",-90.30692,Fox & Hounds Tavern,False,$$,4.0,77,
4826,Breweries,,,38.6124082388127,"St. Louis, MO",-90.3197202980915,The Side Project Cellar,False,$$,4.0,96,
4827,Dive Bars,Chicken Wings,American (Traditional),38.60245,"St. Louis, MO",-90.32518,McLain's Corner Bar & Grill,False,$$,4.0,10,
4828,Breweries,,,38.6121254479435,"St. Louis, MO",-90.3219235211188,Side Project Brewing,False,$$,4.0,13,
4829,American (Traditional),Dive Bars,,38.60494,"St. Louis, MO",-90.32079,Foley's,False,$,4.0,24,
4830,Breweries,,,38.6288418799804,"St. Louis, MO",-90.2934071788693,Heavy Riff Brewing,False,$$,4.5,105,
4831,Karaoke,Bars,,38.6260591475729,"St. Louis, MO",-90.3463898256559,Double D Lounge Inc,False,$,3.0,55,
4832,American (Traditional),Irish Pub,Venues & Event Spaces,38.6311302,"St. Louis, MO",-90.2926636,The Pat Connolly Tavern,False,$$,4.0,77,
4833,Breakfast & Brunch,American (Traditional),Beer Bar,38.6126823425293,"St. Louis, MO",-90.318359375,The Crow's Nest,False,$$,4.0,196,
4834,Moroccan,Cocktail Bars,,38.613474,"St. Louis, MO",-90.3160923,The Benevolent King,False,$$$,4.0,56,
4835,Pubs,,,38.6054985085162,"St. Louis, MO",-90.3038704646179,Babe's Tavern & Garden,False,$,4.0,21,
4836,Sports Bars,American (Traditional),,38.612641,"St. Louis, MO",-90.319299,The Post Sports Bar & Grill,False,$$,4.0,205,
4837,Dive Bars,,,38.6121345,"St. Louis, MO",-90.3433087,Sideline Bar,False,$,4.0,7,
4838,American (New),Breweries,,38.61301,"St. Louis, MO",-90.31496,Schlafly Bottleworks,False,$$,4.0,525,
4839,Cajun/Creole,Tapas Bars,Bars,38.6126136779785,"St. Louis, MO",-90.318603515625,Boogaloo,False,$$,4.0,344,
4840,Beer Bar,Sandwiches,Pizza,38.613391,"St. Louis, MO",-90.3164501,Tapped,False,$$,4.0,113,
4841,American (New),Cocktail Bars,,38.6330388656304,"St. Louis, MO",-90.3062636777759,Boundary,False,$$,3.5,154,
4842,Dive Bars,,,38.6020082,"St. Louis, MO",-90.2990909,Claudia's Pub,False,$,3.5,25,
4843,Bowling,Dive Bars,,38.61178,"St. Louis, MO",-90.3203,Saratoga Lanes,False,$,4.5,44,
4844,American (Traditional),Lounges,Venues & Event Spaces,38.6361541834542,"St. Louis, MO",-90.3444760293011,Blue Sky Tower Grill,False,$$,3.5,114,
4845,Bars,American (New),Italian,38.6332291901975,"St. Louis, MO",-90.3067490479546,Basso,False,$$,4.0,352,
4846,Pubs,Irish,American (Traditional),38.62817,"St. Louis, MO",-90.29272,Seamus McDaniel's,False,$$,4.0,303,
4847,Wine Bars,American (New),,38.6383609519256,"St. Louis, MO",-90.3077356483106,Sasha's,False,$$,4.0,204,
4848,Lounges,Pizza,,38.63272,"St. Louis, MO",-90.30507,Par Lounge,False,$,3.5,33,
4849,American (Traditional),Bars,,38.60167,"St. Louis, MO",-90.299,Biggies Restaurant & Bar,False,$$,4.0,93,
4850,Music Venues,Dance Schools,,38.61168,"St. Louis, MO",-90.31959,Focal Point,False,$,4.5,7,
4851,Sports Bars,American (Traditional),,38.62391,"St. Louis, MO",-90.34838,OB Clark's,False,$$,3.5,76,
4852,Vape Shops,Lounges,Hats,38.6141443591657,"St. Louis, MO",-90.3144431653595,Mape Vape,False,$$,4.5,16,
4853,Pool Halls,Bars,,38.601506,"St. Louis, MO",-90.3258063,The Cue,False,$,4.0,15,
4854,Greek,American (Traditional),Bars,38.6162719726562,"St. Louis, MO",-90.3104782104492,Michael's Bar & Grill,False,$$,4.0,187,
4855,Pizza,Pubs,Venues & Event Spaces,38.6288399,"St. Louis, MO",-90.29311,Felix's Pizza Pub,False,$$,4.0,226,
4856,Sports Bars,,,38.5938415527344,"St. Louis, MO",-90.2958450317383,Barney's Sport Pub,False,$,3.0,21,
4857,Sports Bars,American (Traditional),,38.5914895,"St. Louis, MO",-90.3390485,Weber's Front Row,False,$$,3.0,72,
4858,American (Traditional),Wine Bars,Cocktail Bars,38.60415,"St. Louis, MO",-90.30427,Farmhaus Restaurant,False,$$$,4.0,309,
4859,Sports Bars,American (Traditional),,38.6332786367483,"St. Louis, MO",-90.3164464065175,Mike Duffy's Pub & Grill,False,$$,3.5,74,
4860,Bars,,,38.6236610412598,"St. Louis, MO",-90.321174621582,V F W Post 3500,False,$,3.0,2,
4861,Bars,,,38.6277638592133,"St. Louis, MO",-90.2931771869632,Tamm Ave Bar,False,$,4.0,16,
4862,Pubs,,,38.6056095306122,"St. Louis, MO",-90.3035127677346,Muser's Pub,False,$,2.5,5,
4863,Music Venues,Coffee & Tea,,38.61549,"St. Louis, MO",-90.31975,Stone Spiral Coffee & Curios,False,$,4.0,81,
4864,Pubs,,,38.58395,"St. Louis, MO",-90.29272,09 Pub,False,$,5.0,10,
4865,Bowling,Bars,,38.5870552062988,"St. Louis, MO",-90.3180847167969,Shrewsbury Lanes,False,$,3.5,21,
4866,Dive Bars,,,38.6055526733398,"St. Louis, MO",-90.3035354614258,Jody T's,False,$,2.0,2,
4867,Comedy Clubs,Bars,,38.6376552051092,"St. Louis, MO",-90.3482320014664,Helium Comedy Club,False,$$,2.5,92,
4868,Sports Bars,American (New),American (Traditional),38.61851,"St. Louis, MO",-90.33327,Twin Peaks,False,$$,3.0,74,
4869,American (New),Bars,,38.628728,"St. Louis, MO",-90.292661,Stone Turtle,False,$$,4.0,142,
4870,Desserts,American (New),Wine Bars,38.5912237212806,"St. Louis, MO",-90.3411353541622,Cyrano's,False,$$,4.0,253,
4871,Dive Bars,,,38.615238,"St. Louis, MO",-90.311546,Vivirito's Bar,False,$,1.0,1,
4872,American (Traditional),Cocktail Bars,Mediterranean,38.58762,"St. Louis, MO",-90.31276,River's Edge Social,False,$$,4.0,62,
4873,Bars,American (New),,33.4869998,"Augusta, GA",-82.0305799,Finch & Fifth,False,$$,4.5,203,
4874,Bars,,,33.46858,"Augusta, GA",-82.028667,The Indian Queen,False,$$,4.0,51,
4875,American (Traditional),Beer Bar,,33.4719886779785,"Augusta, GA",-82.0282669067383,Arsenal Taproom + Kitchen,False,$$,4.5,65,
4876,Sports Bars,American (Traditional),,33.45906,"Augusta, GA",-82.04755,Level 9 Sports Bar & Grill,False,$,4.5,4,
4877,Seafood,Southern,Bars,33.485385,"Augusta, GA",-82.0300197,Abel Brown Southern Kitchen & Oyster Bar,False,$$,4.5,192,
4878,Irish Pub,,,33.47116,"Augusta, GA",-82.02754,Sheehan's Irish Pub,False,$$$,4.0,55,
4879,Lounges,Sports Bars,Karaoke,33.491295,"Augusta, GA",-82.074487,Bar West Martini Lounge,False,$$,3.5,10,
4880,Barbeque,Sports Bars,Caterers,33.4689903259277,"Augusta, GA",-82.0674133300781,Woody's Bar-B-Q,False,$$,3.0,61,
4881,Bars,,,33.4707402,"Augusta, GA",-82.0278836,Squeaky's Tip Top,False,$,2.5,3,
4882,Tobacco Shops,Cocktail Bars,,30.663428,"Mobile, AL",-88.127558,The Tinder Box,False,$$,5.0,11,
4883,Irish,American (Traditional),Pubs,30.6764749,"Mobile, AL",-88.1346868,Lucky Irish Pub & Grill,False,$$,4.0,51,
4884,Pubs,Sports Bars,,30.6891936730991,"Mobile, AL",-88.1309148898361,Tavern On The Hill,False,$$,4.0,1,
4885,Pizza,Pubs,,30.6986947974003,"Mobile, AL",-88.1422714220207,Cortlandt's Pizza Pub,False,$$,4.0,44,
4886,Southern,Breakfast & Brunch,Cocktail Bars,30.6769936246732,"Mobile, AL",-88.1329702667753,Brick & Spoon,False,$$,4.0,177,
4887,Breweries,American (New),Pizza,30.676971,"Mobile, AL",-88.138506,BJ's Restaurant & Brewhouse,False,$$,4.0,98,
4888,Bars,,,30.6901398,"Mobile, AL",-88.1705475,Bubble Lounge,False,$$,3.5,4,
4889,Sports Bars,American (Traditional),Chicken Wings,30.67349,"Mobile, AL",-88.12569,Baumhower's Victory Grille,False,$$,3.5,41,
4890,American (Traditional),Bars,,30.69834,"Mobile, AL",-88.12517,MaGhee's Grill on the Hill,False,$$,4.0,10,
4891,Sports Bars,American (Traditional),Chicken Wings,30.67491,"Mobile, AL",-88.14337,Hooters,False,$$,2.5,28,
4892,Pizza,Bars,Sandwiches,30.689876365489,"Mobile, AL",-88.1733630963,Mellow Mushroom,False,$$,4.0,55,
4893,Pubs,American (Traditional),,40.7334,"Newark, NJ",-74.16351,Bello's Pub & Grill,False,$$,4.5,149,
4894,German,Caterers,Beer Gardens,40.734853,"Newark, NJ",-74.170432,Redd's Biergarten,False,$$,3.5,132,
4895,Bars,Irish,,40.74042,"Newark, NJ",-74.17221,Mc Govern's Tavern,False,$$,4.0,103,
4896,Dive Bars,American (Traditional),Seafood,40.72425,"Newark, NJ",-74.1523799,Krug's Tavern,False,$$,4.0,398,
4897,Lounges,,,40.7282580577534,"Newark, NJ",-74.178614616394,Allure Lounge,False,$$,4.5,3,
4898,Italian,Bars,American (Traditional),40.737161,"Newark, NJ",-74.176062,Suite 304 Bar & Restaurant,False,$$,4.0,31,
4899,Pubs,Irish Pub,,40.7420272827148,"Newark, NJ",-74.1703948974609,Kilkenny Alehouse,False,$$,3.5,81,
4900,Arcades,Bars,Sandwiches,40.7449433,"Newark, NJ",-74.1696996,Barcade,False,$$,3.5,53,
4901,Tobacco Shops,Lounges,Cocktail Bars,40.7314720153809,"Newark, NJ",-74.1686706542969,Jimenez Tobacco,False,$$,5.0,67,
4902,American (New),Bars,,40.7405676328061,"Newark, NJ",-74.1711439974088,Marcus B&P,False,$$,4.0,202,
4903,Spanish,Tapas Bars,Wine Bars,40.72529,"Newark, NJ",-74.16309,Casa d'Paco,False,$$,4.5,527,
4904,Dance Clubs,Bars,Music Venues,40.7303604,"Newark, NJ",-74.1714663,QXT's Night Club,False,$,3.5,43,
4905,Sports Bars,,,40.7304560371162,"Newark, NJ",-74.156300984323,Maite Sports Bar & Pub,False,$$,4.5,4,
4906,Sports Bars,,,40.72258,"Newark, NJ",-74.15003,Blitz Sportsbar,False,$,3.5,16,
4907,Lounges,Hookah Bars,,40.7353467,"Newark, NJ",-74.1742612,Sugar Daddy's & Smoke 13,False,$,3.5,3,
4908,Tapas Bars,Spanish,Lounges,40.7316,"Newark, NJ",-74.15523,Catas,False,$$,4.0,146,
4909,Bars,American (Traditional),,40.74456,"Newark, NJ",-74.15613,The Greenroom,False,$$,4.0,42,
4910,Pubs,,,40.74585,"Newark, NJ",-74.15875,O'Donnell's Pub,False,$$,5.0,14,
